Date	PD Code	Area Code	AC Code MH	Project Nr	Item Description	Amount
18/05/2024	30B2020		1637	27 Putty	500.00
15/05/2024	30B2011		1637	28 Paint	570.00
16/05/2024	30B2011		1637	29 Paint	4940.00
15/05/2024	30B2020		1637	30 Timber	2000.00
14/05/2024	30B2020		1637	31 Timber trim	2210.00
13/05/2024	30B2050		1637	32 Hardware hinges etc	7290.00
13/05/2024	30E2013		1637	33 Timber Wardrobe	21400.00
19/05/2024	30B2011		1637	34 Paint	1170.00
19/05/2024	30D2000		1637	35 Plumbing Parts	1830.00
19/05/2024	20G2030	20	3	1637	36 Sand cement	19720.00
19/05/2024	30E2012		1637	37 Fixings	2610.00
10/05/2024	20G1010	20	3	1637	38 Rubbish collections	10000.00
10/05/2024	30B2011		1637	39 Paint	480.00
10/05/2024	30B2011		1637	40 Paint	430.00
11/05/2024	20G3020	20	3	1637	41 Cement	1140.00
13/05/2024	20G2030	20	3	1637	42 Steel door adjustment main gate	5450.00
13/05/2024	30B2050		1637	43 Hinge	135.00
13/05/2024	30D5000		1637	44 Electrical connection	170.00
17/05/2024	30D2000		1637	45 Tap Sink	2000.00
17/05/2024	30B2050		1637	46 Paint	450.00
17/05/2024	30B2050		1637	47 Paint	640.00
17/05/2024	30E2012		1637	48 Fixing	690.00
17/05/2024	30E2012		1637	49 Trim timber	940.00
17/05/2024	20G1010	20	3	1637	50 Cleaning	1600.00
15/05/2024	30D5000		1637	51 TV HDMI	6900.00
18/05/2024	30E2012		1637	52 Paint	3900.00
13/05/2024	30E2012		1637	53 Blinds windows	18480.00
20/05/2024	30B2020		1637	54 Labour	147700.00
18/05/2024	30E1060		1637	55 EXFan	4000.00
13/05/2024	60C1090		1644	56 Paint	22800.00
15/05/2024	60D6030		1644	57 HDMI Cables	8500.00
17/05/2024	60D2000		1644	60 Pipe connectors	3100.00
17/05/2024	60D2000		1644	61 Pipe	2800.00
17/05/2024	60D2000		1644	62 PVC pipe	380.00
17/05/2024	10S1200	10	1	1644	63 Food for helpers	2800.00
17/05/2024	60D7050		1644	64 Fire extinguishers and smoke alarms	37600.00
21/05/2024	20G2030	20	3	1637	65 Akhtar labour	185660.00
22/05/2024	60B2011		1644	1 Paint	4880.00
24/05/2024	60B2011		1644	2 Paint	4550.00
22/05/2024	60D5000		1644	3 Fan Belt	1600.00
23/05/2024	60B2011		1644	4 Paint	8860.00
23/05/2024	60C1090		1644	5 Fixings	90.00
25/05/2024	60C1090		1644	6 Fixings	3810.00
25/05/2024	60C1090		1644	7 Timber	1300.00
25/05/2024	60B2011		1644	8 Paint white spirit	580.00
23/05/2024	60D5000		1644	9 Conduit	3150.00
22/05/2024	60D5000		1644	10 Electrical Caps and switches	3730.00
25/05/2024	60D2000		1644	11 Pipes and plumbing parts	1090.00
22/05/2024	60D5000		1644	12 Electrical Items	785.00
22/05/2024	10S1430	10	1	1644	13 Paint and Cleaning items	550.00
22/05/2024	60C1090		1644	14 Fixings	970.00
22/05/2024	60B2010		1644	15 Labour 2 weeks	82500.00
28/05/2024	60E2013		1644	16 Labour and Timber for Lit display	100000.00
22/05/2024	60B1020		1644	17 Marble roof covering	92200.00
22/05/2024	30D7050		1637	18 CCTV and 2 Monitors	86600.00
23/05/2024	30E1060		1637	19 Mattress SP accommodation	44600.00
27/05/2024	60B2011		1645	22 JW signs	75000.00
29/05/2024	10S1200	10	1	1637	1 Akhtar Labour snagging	33000.00
29/05/2024	60E2013		1644	2 Baldia Fixings hardware	5600.00
29/05/2024	60E2013		1644	3 Baldia Fixings	180.00
29/05/2024	60E2013		1644	5 Timber sheets lit counter	29400.00
29/05/2024	20G4010	20	3	1644	6 Containment	6250.00
31/05/2024	60C1030		1644	7 Timber	1650.00
30/05/2024	60C1030		1644	8 Hardware	2980.00
30/05/2024	60C1030		1644	9 Drawer Runners	2080.00
29/05/2024	60C1030		1644	10 Fixing Filler	60.00
29/05/2024	60C1030		1644	11 Timber	4160.00
29/05/2024	60C1030		1644	12 Timber	2400.00
29/05/2024	20G4010	20	3	1644	13 Containment	4160.00
29/05/2024	20G4010	20	3	1644	14 Containment	2380.00
29/05/2024	60C1030		1644	15 Paint and filler	5800.00
29/05/2024	20G4010	20	3	1644	16 Containment	450.00
30/05/2024	60B2011		1644	17 Paint brushes	440.00
30/05/2024	60C1092		1644	18 Plumbing Parts and sink and toilet	18690.00
29/05/2024	60C1092		1644	19 Fixings	130.00
01/06/2024	60D6030		1644	20 Amplifier Service	4800.00
01/06/2024	60D6030		1644	21 Sound system Mics etc cable Speakers	63800.00
29/05/2024	60B1020		1644	22 Labour and Marble roof covering	89700.00
04/06/2024	60D5000		1645	1 Drigh Rd UPS	203000.00
04/06/2024	60D5000		1644	2 Baldia Town UPS	203000.00
04/06/2024	20G4010	20	3	1637	3 Akhtar UPS	203000.00
04/06/2024	60B2050		1644	4 Baldia Labour	60000.00
04/06/2024	60B2010		1644	5 Baldia Marble	92200.00
15/06/2024	60C1030		1644	1 - Paint	2900.00
12/06/2024	60C1030		1644	2 - Timber Trim	940.00
12/06/2024	60C1030		1644	3 - Timber sheets	13400.00
12/06/2024	60C1030		1644	4 - Fixings	3600.00
12/06/2024	60C1030		1644	5 Paint	7360.00
12/06/2024	60C1030		1644	7 Hinge	300.00
12/06/2024	30E1060		1637	8 Hot Plate	12000.00
12/06/2024	30C1097		1637	9 fixings and trims	1240.00
12/06/2024	60B2050		1644	10 aluminium trim stairs	4800.00
12/06/2024	60C1030		1644	11 Paint	13400.00
12/06/2024	60C2011		1644	12 cement and tile set	4370.00
12/06/2024	60C1030		1644	13 paint	2060.00
12/06/2024	60C2011		1644	14 cement	1100.00
13/06/2024	60C1030		1644	15 Timber and fixings	1200.00
12/06/2024	60C1030		1644	16 Timber	1180.00
12/06/2024	60C1030		1644	17 Timber	1180.00
20/06/2024	20G3020	20	3	1644	18 PVC pipe	300.00
12/06/2024	20G3020	20	3	1644	19 PVC parts	770.00
12/06/2024	20G3020	20	3	1644	20 PVC parts	950.00
12/06/2024	20G3020	20	3	1644	21 PVC Parts	460.00
12/06/2024	20G3020	20	3	1644	22 PVC Pipe	100.00
12/06/2024	60C1030		1644	23 Trim	2040.00
17/06/2024	60B3010		1644	24 Labour cost 2 weeks	157000.00
18/06/2024	10S1430	10	1	1645	9 PVC pipe	2200.00
26/06/2024	60D5040		1645	10 Cable	1500.00
25/06/2024	60D5040		1645	11 Cables	12880.00
25/06/2024	60D5040		1645	12 Frames for signs	2500.00
21/06/2024	60D5040		1645	13 Cables	4650.00
21/06/2024	10S1430	10	1	1645	14 Cable connections	1000.00
20/06/2024	60D5000		1645	15 UPS cables	4150.00
21/06/2024	60D5040		1645	16 Cables	650.00
24/06/2024	10S1430	10	1	1645	17 Fixings	350.00
25/06/2024	10S1430	10	1	1645	18 Fixings	1440.00
21/06/2024	10S1430	10	1	1645	19 Tape	760.00
21/06/2024	60D5040		1645	20 Cable electrical Parts	1770.00
29/06/2024	60D5040		1645	21 Cable	760.00
18/06/2024	60B2010		1645	22 Timber	4000.00
18/06/2024	10S1430	10	1	1645	23 Tape	3260.00
18/06/2024	10S1430	10	1	1645	24 Hardware fixings	2700.00
18/06/2024	10S1430	10	1	1645	25 Hardware Hinge	550.00
25/06/2024	60B2010		1645	26 Plumbing	6640.00
26/06/2024	01P2030		1542	27 Islamabad Property Purchase	200000.00
27/06/2024	01P2030		1542	28 Islamabad Property Purchase Tax	288180.00
29/06/2024	01P2030		1542	30 Islamabad Property Purchase	615250.00
27/06/2024	10S1440	10	1	1645	Chairs	63411.04
09/07/2024	Vehicle Repair		1644	7 LDC Car tracker	11540.00
12/07/2024	OTH_EXP		1703	16 LDC Food	1585.00
18/07/2024	OTH_EXP		1703	17 LDC Shipping	9560.00
09/07/2024	Vehicle Repair		1703	18 LDC Car repair	1300.00
09/07/2024	Vehicle Repair		333	19 LDC Car repair	4000.00
22/07/2024	60C2032		1703	23 Cement Floor	4150.00
22/07/2024	60C2032		1703	24 Cement	5850.00
31/07/2024	60C1092		1703	25 Plumbing	78190.00
12/07/2024	OTH_EXP		1703	26 LDC Mobile Top Up	2600.00
25/07/2024	60D5000		1703	27 Socket Electrical	120.00
25/07/2024	60B2050		1703	28 Bricks	15000.00
29/07/2024	60C1092		1703	29 Plumbing	750.00
24/07/2024	60C2010		1703	30 Paint	20100.00
24/07/2024	60D2000		1703	31 Water Dispenser	2400.00
23/07/2024	60C1010		1703	32 Timber	1350.00
24/07/2024	10S1410	10	1	1703	33 Tools and Filler	3190.00
24/07/2024	60C1092		1703	34 Plumbing Pipe	4450.00
24/07/2024	60C1092		1703	35 Plumbing	780.00
24/07/2024	60C2010		1703	36 Paint	2900.00
24/07/2024	60C2010		1703	37 Paint & Filler	1564.00
26/07/2024	60C2010		1703	38 Paint	56500.00
23/07/2024	60C1010		1703	39 Timber	18000.00
30/07/2024	60C2032		333	40 Cement	13950.00
29/07/2024	60C1090		1703	41 R Bar - Welder	600.00
29/07/2024	60C1090		1703	42 Welding	11550.00
31/07/2024	60C1092		333	43 Plumbing	2200.00
29/07/2024	OTH_EXP		1703	44 LDC Postage CPU HP	3910.00
01/08/2024	10S1330	10	1	333	45 Labour for Demolition	27200.00
18/07/2024	60D5000		333	46 UPS Electrical	386000.00
30/07/2024	VEH_FUEL		1703	47 LDC Fuel	11502.00
25/07/2024	10S1410	10	1	1703	48 Tool Hire	70800.00
31/07/2024	OTH_EXP		333	49 LDC Food	500.00
29/07/2024	OTH_EXP		333	50 LDC Food	745.00
30/07/2024	60C2010		1703	51 Paint	5250.00
09/07/2024	OTH_EXP		333	52 LDC Office Set up	17500.00
09/07/2024	60C1092		1703	53 Plumbing	2340.00
11/07/2024	60C1092		1703	54 Plumbing	2900.00
18/07/2024	OTH_EXP		333	55 LDC expenses	7500.00
06/08/2024	60C1090		1703	55 Steel Advance	175000.00
14/08/2024	OTH_EXP		333	01 Mobile Top Up	2000.00
07/08/2024	Travel		333	02 Car Toll	1050.00
12/08/2024	OTH_EXP		333	03 LDC Paint for House	4325.00
09/08/2024	60C2010		1703	04 Lahore Paint	4300.00
08/08/2024	OTH_EXP		333	05 LDC House	2985.00
07/08/2024	VEH_FUEL		333	06 LDC Fuel	6000.00
07/08/2024	VEH_FUEL		333	07 LDC Fuel	10970.00
07/08/2024	60C1010		1703	08 Lahore Labour	84000.00
07/08/2024	60C2032		1703	09 Lahore Cement	2300.00
07/08/2024	60C2032		1703	10 Lahore Cement	3300.00
07/08/2024	60C2032		1703	11 Lahore Damp Course	558.00
07/08/2024	60C2011		1703	12 Lahore Tile Set	950.00
10/08/2024	60D6030		1703	13 Lahore internet device bill	2600.00
14/08/2024	60C2010		1703	14 Lahore Paint	420.00
07/08/2024	OTH_EXP		333	15 LDC House works	60000.00
07/08/2024	10S1330	10	1	1703	16 Lahore Costs (card)	35038.00
08/08/2024	10S1330	10	1	1703	16 Lahore Costs (cash)	50000.00
10/09/2024	OTH_EXP		333	1. Food - LDC Support	29292.00
10/09/2024	OTH_EXP		333	2. Mobile Top Up - LDC Support	2000.00
10/09/2024	60B2050		1703	3. Marble - Lahore Garhi Shahu	86000.00
10/09/2024	OTH_EXP		333	4. LDC Support Expenses	12000.00
10/09/2024	OTH_EXP		333	5. LDC Support Expenses	20300.00
10/09/2024	VEH_FUEL		333	6. Fuel - LDC Support	11100.00
10/09/2024	20G1010	20	3	1703	7. Cleaning - Lahore Garhi Shahu	1630.00
10/09/2024	OTH_EXP		333	8. Broadband connection - LDC Support	14300.00
10/09/2024	OTH_EXP		333	9. Home Set Up - LDC Support	1000.00
10/09/2024	OTH_EXP		333	10. Home Set Up - LDC Support	1990.00
10/09/2024	OTH_EXP		333	11. Home Set Up - LDC Support	1350.00
10/09/2024	OTH_EXP		333	12. Home Set Up - LDC Support	2460.00
10/09/2024	60B2050		1703	13. Paint - Lahore Garhi Shahu	1300.00
23/09/2024	60D5000		1709	01 Islamabad Cable Socket	5686.00
23/09/2024	60D5000		1709	02 Islamabad Cable	2300.00
23/09/2024	60D5000		1709	03 Islamabad Electric	1930.00
19/09/2024	60D5000		1709	04 Islamabad Electric Tape	1000.00
11/09/2024	60D5000		1709	05 Islamabad Electric Works	3000.00
24/09/2024	10S1200	10	1	1709	06 Islamabad Legal Document	10000.00
02/10/2024	10S1200	10	1	1709	10 Islamabad Internet	40000.00
02/10/2024	60D5000		1709	11 Islamabad Electrical	24000.00
02/10/2024	10S1440	10	1	1709	12 Islamabad Safety	4250.00
02/10/2024	60D2000		1709	13 Islamabad Plumbing	720.00
02/10/2024	60D5000		1709	14 Islamabad Electrical	3320.00
03/10/2024	10S1440	10	1	1709	16 Islamabad Safety	15000.00
02/10/2024	60D5000		1709	18 Islamabad Electrical	4800.00
03/10/2024	10S1430	10	1	1709	19 Islamabad Hardware	4500.00
02/10/2024	60D5000		1709	20 Islamabad Electrical	5000.00
02/10/2024	10S1430	10	1	1709	21 Islamabad Tools	23500.00
02/10/2024	60D5000		1709	22 Islamabad Electrical	3356.00
02/10/2024	60C2010		1709	23 Islamabad Paint	500.00
02/10/2024	10S1440	10	1	1709	24 Islamabad Safety	5850.00
02/10/2024	60D5040		1709	25 Islamabad Lights	11350.00
03/10/2024	60D5000		1709	26 Islamabad Electrical	67800.00
02/10/2024	60D5000		1709	27 Islamabad Electrical	12870.00
03/10/2024	10S1450	10	1	1709	28 Islamabad Scaffolding	102000.00
09/10/2024	60C1092		1709	01 Islamabad Plumbing	4500.00
09/10/2024	60C1092		1709	02 Islamabad Waterpump	975.00
09/10/2024	60D5000		1709	03 Islamabad Electric	140.00
11/10/2024	20G3010	20	3	1709	04 Islamabad water bore final	220000.00
09/10/2024	10S1360	10	1	1709	07 Islamabad Computer Desk Items Set Up	16400.00
09/10/2024	20G3010	20	3	1709	08 Islamabad Water Boring 1st Payment	90000.00
09/10/2024	10S1200	10	1	1709	09 Islamabad Food & Supplies for Contractor	25000.00
09/10/2024	10S1200	10	1	1709	10 Islamabad Payment for Contractor	190000.00
09/10/2024	60A1010		1709	11 Islamabad Bricks & Cement	90500.00
09/10/2024	60D5000		1709	12 Islamabad Electric	51500.00
10/10/2024	20G3010	20	3	1709	13 Islamabad Waterpump Equipment	15000.00
09/10/2024	60D5000		1709	14 Islamabad Electric	1700.00
09/10/2024	60D5000		1709	15 Islamabad Electric	3850.00
09/10/2024	10S1200	10	1	1709	19 Islamabad Bill from Landlord	100000.00
10/10/2024	60D5000		1709	20 Islamabad Electric	5600.00
10/10/2024	60D5000		1709	21 Islamabad Electric	16050.00
10/10/2024	60D5000		1709	22 Islamabad Electric	237000.00
10/10/2024	60D5000		1709	23 Islamabad Electric	7800.00
10/10/2024	60D5000		1709	24 Islamabad Electric	360.00
15/10/2024	60B1020		1709	03 Islamabad Contractor	210000.00
15/10/2024	60A1010		1709	04 Islamabad Sand	28700.00
15/10/2024	60B1020		1709	05 Islamabad Shuttering Roof	23500.00
17/10/2024	60D3000		1709	06 Islamabad AC repair and Service	46000.00
15/10/2024	20G4010	20	3	1709	08 Islamabad Electric	900.00
15/10/2024	20G4010	20	3	1709	09 Islamabad Electric	1950.00
15/10/2024	60B1020		1709	10 Islamabad Roof Marble	48070.00
15/10/2024	20G4010	20	3	1709	11 Islamabad Electric	2190.00
15/10/2024	20G4010	20	3	1709	12 Islamabad Electric	530.00
15/10/2024	20G4010	20	3	1709	13 Islamabad Electric	150.00
25/10/2024	60B1020		1709	01 Islamabad Cement	30500.00
23/10/2024	10S1240	10	1	1709	02 Islamabad Delivery Costs	7800.00
25/10/2024	60B1020		1709	04 Islamabad Cement	24000.00
24/10/2024	60B1020		1709	06 Islamabad Cement & Sand	15000.00
23/10/2024	60B1020		1709	07 Islamabad Sand & Stone	43500.00
25/10/2024	60B2010		1709	08 Islamabad Contractor Payment (3rd week)	8000.00
23/10/2024	60B2010		1709	10 Islamabad Contractor Payment (2 week)	18000.00
24/10/2024	20G4010	20	3	1709	11 Islamabad Cable	26500.00
23/10/2024	20G4050	20	3	1709	12 Islamabad Electric Lights	71250.00
23/10/2024	60B2010		1709	13 Islamabad Contractor Payment	200000.00
23/10/2024	20G3020	20	3	1709	14 Islamabad Plumbing Part	1207.00
23/10/2024	20G4010	20	3	1709	15 Islamabad Electrical	320.00
23/10/2024	60B1020		1709	16 Islamabad Marble Roof Covering	200000.00
23/10/2024	60B2010		1709	17 Islamabad Cement	42900.00
30/10/2024	60D6030		1709	01 Islamabad Sound System	46300.00
30/10/2024	60D5000		1709	02 Islamabad Electric Supply	68416.00
30/10/2024	60D2000		1709	04 Islamabad Plumbing	330.00
30/10/2024	60C2010		1709	05 Islamabad Marble Stairs	41000.00
30/10/2024	60C2010		1709	06 Islamabad Contractor Delivery	16000.00
30/10/2024	60C2010		1709	08 Islamabad Contractor Tea	2500.00
30/10/2024	60D6030		1709	10 Islamabad Sound System	4700.00
30/10/2024	60B2010		1709	12 Islamabad Cement	15000.00
30/10/2024	60B2010		1709	13 Islamabad Cement	10500.00
30/10/2024	60D5000		1709	14 Islamabad Electric	16000.00
30/10/2024	60C2010		1709	15 Islamabad Contractor Sand Cement	111000.00
30/10/2024	60C2010		1709	16 Islamabad Cement	171500.00
30/10/2024	60C2010		1709	17 Islamabad Contractor Tea	1500.00
30/10/2024	60C1090		1709	18 Islamabad Contractor	16000.00
05/11/2024	60C2010		1709	01 Islamabad Contractor	250000.00
09/11/2024	60B1020		1709	01 Islamabad Steel Frames	28500.00
14/11/2024	60B1020		1709	02 Islamabad Labour	22000.00
15/11/2024	60B2050		1709	03 Islamabad Steel Shutters Main Door	45000.00
09/11/2024	20G3020	20	3	1709	04 Islamabad Sand and Cement	200000.00
09/11/2024	20G2030	20	3	1709	05 Islamabad Marble Floor	150000.00
09/11/2024	60B2010		1709	06 Islamabad Bricks	104500.00
09/11/2024	60C2032		1709	07 Islamabad Stair Treds Cut Marble	31000.00
09/11/2024	60C2010		1709	19 Islamabad Labour	350000.00
20/11/2024	60D2000		1709	01 Islamabad Plumbing Parts	2450.00
20/11/2024	10S1430	10	1	1709	02 Islamabad Screws and Fixings	4480.00
20/11/2024	60D2000		1709	03 Islamabad Spray Paint	2980.00
20/11/2024	60C1090		1709	04 Islamabad Cement	700.00
20/11/2024	60C1090		1709	05 Islamabad Plaster Additive	830.00
20/11/2024	60D2000		1709	06 Islamabad Plumbing Pipe	41400.00
20/11/2024	60C1090		1709	07 Islamabad Sand Cement	39500.00
20/11/2024	60C1090		1709	08 Islamabad Cement	2800.00
20/11/2024	60C1090		1709	09 Islamabad Sand Cement	78000.00
20/11/2024	60F0100		1709	10 Islamabad Concrete Pour	400000.00
20/11/2024	60F0100		1709	11 Islamabad Steel Wire	700.00
20/11/2024	60D2000		1709	12 Islamabad Plumbing Parts	1200.00
20/11/2024	60C2032		1709	13 Islamabad Sand	42000.00
20/11/2024	60F0100		1709	15 Islamabad Contractor Payment	8000.00
20/11/2024	10S1360	10	1	1709	18 Islamabad Site Internet	900.00
20/11/2024	60C1090		1709	19 Islamabad Sand Cement	28000.00
20/11/2024	10S1430	10	1	1709	20 Islamabad Buckets	360.00
23/11/2024	10S1330	10	1	1709	04 Islamabad Safety Sign	1500.00
23/11/2024	10S1330	10	1	1709	05 Islamabad Delivery	5140.00
02/12/2024	10S1200	10	1	1709	01 Islamabad Site Supplies	7600.00
30/11/2024	60C2010		1709	02 Islamabad Marble	150000.00
30/11/2024	10S1430	10	1	1709	03 Islamabad Spray Paint	312.00
02/12/2024	60C2010		1709	05 Islamabad Sand Cement Ballast	41000.00
30/11/2024	60C2010		1709	06 Islamabad Labour	200000.00
30/11/2024	60D2000		1709	07 Islamabad Plumbing Pipe Drains	46200.00
02/12/2024	60D2000		1709	08 Islamabad Plumbing	71080.00
30/11/2024	60D2000		1709	09 Islamabad Plumbing	1880.00
30/11/2024	60D2000		1709	10 Islamabad Tap Connections	400.00
30/11/2024	10S1430	10	1	1709	11 Islamabad Fixings	400.00
30/11/2024	20G4010	20	3	1709	12 Islamabad Electrical Parts Sockets	870.00
06/12/2024	60C2010		1709	01 Islamabad Sand Cement	349375.00
09/12/2024	10S1200	10	1	1709	02 Islamabad Contractor	350000.00
09/12/2024	60C2010		1709	03 Islamabad Cement	62000.00
06/12/2024	10S1440	10	1	1709	04 Islamabad PPE	17580.00
12/12/2024	60D5000		1709	05 Islamabad Electric Breakers	109177.50
06/12/2024	60C2010		1709	06 Islamabad Bricks Sand	61000.00
16/12/2024	60C2010		1709	07 Islamabad Concrete	41000.00
06/12/2024	60C1070		1709	08 Islamabad Ceiling Contractor	100000.00
06/12/2024	20G4010	20	3	1709	09 Islamabad Electric Cables	6350.00
09/12/2024	60C1092		1709	11 Islamabad Plumbing	1560.00
09/12/2024	10S1430	10	1	1709	12 Islamabad Cable Ties	420.00
09/12/2024	10S1430	10	1	1709	13 Islamabad Tape	300.00
06/12/2024	20G4010	20	3	1709	14 Islamabad Electric	1000.00
10/12/2024	60C1092		1709	15 Islamabad Plumbing	5150.00
14/12/2024	20G4010	20	3	1709	18 Islamabad Sockets	1660.00
17/12/2024	60D5000		1709	01 Islamabad Three Phase Meter	100000.00
20/12/2024	60D2000		1709	04 Islamabad Plumbing	450.00
17/12/2024	60C1010		1709	07 Islamabad Paint Filler	250.00
17/12/2024	60D5000		1709	08 Islamabad Light Control	885.00
18/12/2024	10S1430	10	1	1709	09 Islamabad Drill	6000.00
18/12/2024	60C1010		1709	10 Islamabad Paint Sundries	1060.00
18/12/2024	60C1010		1709	11 Islamabad Paint	750.00
17/12/2024	10S1430	10	1	1709	12 Islamabad Screws	350.00
17/12/2024	10S1440	10	1	1709	13 Islamabad Safety Items PPE	29400.00
18/12/2024	20G4010	20	3	1709	14 Islamabad Cable Connection	380.00
18/12/2024	20G4010	20	3	1709	15 Islamabad Cable Parts	1590.00
17/12/2024	20G4010	20	3	1709	16 Islamabad Electric Componants	1530.00
17/12/2024	01P1010		1709	17 Islamabad Electric Breakers	18200.00
17/12/2024	60C1010		1709	21 Islamabad Filler	290.00
20/12/2024	60D2000		1709	22 Islamabad Plumbing Part	360.00
20/12/2024	60C2011		1709	23 Islamabad Mason and Marble Fixing	200000.00
17/12/2024	60C1010		1709	24 Islamabad Paint Supplies and Labour	237570.00
18/12/2024	60C1070		1709	25 Islamabad Suspended Ceiling	100000.00
19/12/2024	20G2030	20	3	1709	26 Islamabad Sand Cement Crush for Outside Paths	84000.00
23/12/2024	60D5000		1709	01 Islamabad Electrics	11900.00
23/12/2024	60D5000		1709	02 Islamabad Second Fix Electrics	103166.00
23/12/2024	60D5000		1709	03 Islamabad Electrical Sundries	2060.00
21/12/2024	20G3030	20	3	1709	04 Islamabad Plumbing	59360.00
21/12/2024	60C2010		1709	05 Islamabad Paint Filler	30400.00
21/12/2024	60F0100		1709	06 Islamabad UPS Power Supply	335000.00
24/12/2024	10S1360	10	1	1709	07 Islambad Office Supplies	350.00
26/12/2024	10S1240	10	1	1709	12 Islamabad Fuel	4400.00
26/12/2024	60C1070		1709	13 Islamabad Contractor	100000.00
27/12/2024	60C2010		1709	14 Islamabad Paint	50000.00
23/12/2024	60C2010		1709	15 Islamabad Paint Sundries	3900.00
24/12/2024	60D6030		1709	16 Islamabad AV Cables	8350.00
24/12/2024	20G2030	20	3	1709	17 Islamabad Cement	4200.00
24/12/2024	60D6030		1709	18 Islamabad Sound System	269000.00
26/12/2024	10S1430	10	1	1709	19 Islamabad Screws	440.00
26/12/2024	60C2010		1709	20 Islamabad Paint Filler	1500.00
23/12/2024	10S1430	10	1	1709	21 Islamabad Cleaning Items	1350.00
23/12/2024	60D5000		1709	22 Islamabad Electrics	1500.00
07/06/2023	10S1200		1273	14 - Sialkot LDC - Electric Bill	5219.00
19/06/2023	10S1200		1273	15 - Sialkot LDC - Electric Bill	11336.00
15/06/2023	10S1200		1273	49 - Sialkot - LDC House Rent	57000.00
15/06/2023	10S1200		1273	50 - Sialkot - LDC House Rent	57000.00
16/05/2023	10S1200		1273	53 - Sialkot - Home office internet charges	7000.00
04/06/2023	10S1340		1273	54 - Sialkot - Security Contractor	30000.00
28/06/2023	10S1340		1273	55 - Sialkot - Security Contractor	30000.00
22/06/2023	20G1010		1273	56 - Sialkot - Tree Removal	7000.00
14/06/2023	10S1340		1273	57 - Sialkot - Security Contractor	30000.00
15/07/2023	10S1440		1273	6- Sialkot Safety PPE	18840.00
16/07/2023	10S1440		1273	7 - Sialkot Safety Netting	4000.00
15/07/2023	10S1330		1273	8 - Sialkot Rope	1700.00
19/07/2023	10S1430		1273	9 - Sialkot Screws	180.00
18/07/2023	20G2020		1273	10 - Sialkot Road pins setting out	6988.00
15/07/2023	20G4010		1273	11- Sialkot Electrical Cable	13700.00
16/07/2023	10S1430		1273	12- Sialkot Nails	260.00
16/07/2023	20G3010		1273	13- Sialkot Water Pump	8500.00
18/07/2023	10S1440		1273	14- Sialkot Safety Netting	8000.00
16/07/2023	60B1011		1273	15- Sialkot Timber	3600.00
18/07/2023	10S1430		1273	16 -Sialkot Cable ties	2600.00
18/07/2023	20G2020		1273	17 - Sialkot Cement and Sand	1400.00
20/07/2023	20G2020		1273	18 - Sialkot Labour Contractor	23600.00
15/07/2023	20G2020		1273	19 - Sialkot Labour Contractor	30000.00
15/07/2023	60B1011		1273	21 - Sialkot Construction engineer report	140000.00
21/07/2023	20G2020		1273	22 - Sialkot Labour	8300.00
12/10/2023	10S1200		1273	1 - Sialkot Auto expences	200.00
12/10/2023	60C2032		1273	2 -Sialkot Contractor	15500.00
11/10/2023	60C2032		1273	3 - Sialkot Contractor	18100.00
11/10/2023	10S1340		1273	4  - Sialkot Security	5000.00
07/10/2023	10S1200		1273	5  - Sialkot Auto expences	2000.00
10/10/2023	20G2020		1273	6 - Sialkot Paving Car Park	25000.00
10/10/2023	60C2011		1273	7 - Sialkot Marble walls	51200.00
10/10/2023	20G2020		1273	8 - Sialkot Labour	21400.00
11/10/2023	60C2032		1273	9 - Sialkot Contractor	60000.00
10/10/2023	20G4010		1273	10 -Sialkot Electrical Supply	55200.00
06/10/2023	60C2010		1273	11 - Sialkot Paint	2800.00
09/10/2023	20G3010		1273	12 - Sialkot Plumbing	13820.00
09/10/2023	60C2010		1273	13 - Sialkot Paint	6900.00
09/10/2023	20G2020		1273	14 - Sialkot Labour	14100.00
06/10/2023	20G2020		1273	15 - Sialkot Labour	14100.00
07/10/2023	20G2020		1273	16 - Sialkot Labour	1400.00
07/10/2023	20G2020		1273	17 - Sialkot Labour	12800.00
09/10/2023	60C1030		1273	18 - Sialkot Steal stair deposit	100000.00
07/10/2023	20G3010		1273	19 - Siakot Plumber contractor	10000.00
09/10/2023	20G2020		1273	20 -Sialkot Labour	10900.00
09/10/2023	20G2020		1273	21 - Sialkot Bricks	17100.00
19/10/2023	60C1092		1257	1 - Sialkot Plumber	10000.00
19/10/2023	60C1092		1257	2 - Sialkot Plumbing Parts	4000.00
19/10/2023	60C1092		1257	3 - Sialkot Contractor	15500.00
17/10/2023	60C1092		1257	4 - Sialkot Contractor	10200.00
18/10/2023	60C1092		1257	5 - Sialkot Plumbing Parts	11020.00
18/10/2023	60C1092		1257	6 - Sialkot Plumbing Parts	2000.00
17/10/2023	60C1092		1257	7 - Sialkot Delivery Charge	2000.00
17/10/2023	60C1092		1257	8 - Sialkot Delivery Charge	2000.00
17/10/2023	60B1011		1257	9 - Sialkot Contractor	30000.00
17/10/2023	60D5040		1257	10 - Sialkot Electrical Lights	4190.00
14/10/2023	60D5040		1257	11 - Sialkot Electrical Wire	2160.00
14/10/2023	60D5040		1257	12 - Sialkot Wire	300.00
14/10/2023	60D5040		1257	13 - Sialkot Cable	2250.00
18/10/2023	60D5040		1257	14 - Sialkot Contractor	12200.00
